STUDY_ID,First_Author,Data_file_name,G_match_E,natural_env_type,GxE_sig,phylum_division,genus,species,gen_number,gen_number_knownenvs,phenotype,phenotype_unit,life_stage,exp_env_type,experimental_comparison,Experimental_environment,experimental_env_unit,natural_env,natural_env_unit,Study_ID_phenotype,Raw_data_available,Proportion,Mention CGV,Data_source,figure_Number,table_Number,Comments,Checked?
49,Bakhtiari,49_Bakhtiari_total_aliphatic,G_match_E_DataShown,continuous,FALSE,Tracheophyta,Cardamine ,pratensis,4,4,total_aliphatic,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_total_aliphatic,mean_SE,yes,no,Table,,Table 1 in main text,,
49,Bakhtiari,49_Bakhtiari_total_indole,G_match_E_DataShown,continuous,TRUE,Tracheophyta,Cardamine ,pratensis,4,4,total_indole,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_total_indole,mean_SE,yes,no,Table,,Table 1 in main text,,
49,Bakhtiari,49_Bakhtiari_total_glucosinates,G_match_E_DataShown,continuous,FALSE,Tracheophyta,Cardamine ,pratensis,4,4,total_glucosinates,microg per mg,ADULT,continuous,high vs low elevation,elevation,m,elevation,m,49_total_glucosinates,raw data,no,no,Table,,studyID_49_raw_data (excel file),"49_they worked with 2 species in this study. I'm only extracting data from one of them, for which the RTE works; the other species was also plantedd in the same experimental site, but it's native location does not match the experimental sites, for this species, this is a common-garden experiment rather than RTE. ",
2524,Molina_Montenegro,2524_Molina_Montenegro_Fv_Fm,G_match_E_DataShown,continuous,NA,Tracheophyta,Taraxacum ,officinale,2,2,Fv_Fm,unitless,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2524_Fv_Fm,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2524,Molina_Montenegro,2524_Molina_Montenegro_photochemical_efficiency,G_match_E_DataShown,continuous,NA,Tracheophyta,Taraxacum ,officinale,2,2,photochemical_efficiency,unitless,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2524_photochemical_efficiency,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2524,Molina_Montenegro,2524_Molina_Montenegro_electron_transport_rate,G_match_E_DataShown,continuous,NA,Tracheophyta,Taraxacum ,officinale,2,2,electron_transport_rate,micromol electrons per sq m per s,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2524_electron_transport_rate,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2524,Molina_Montenegro,2524_Molina_Montenegro_root_shoot_ratio,G_match_E_DataShown,continuous,NA,Tracheophyta,Taraxacum ,officinale,2,2,root_shoot_ratio,unitless,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2524_root_shoot_ratio,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2524,Molina_Montenegro,2524_Molina_Montenegro_foliar_angle,G_match_E_DataShown,continuous,NA,Tracheophyta,Taraxacum ,officinale,2,2,foliar_angle,degrees,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2524_foliar_angle,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2905,Bayonne_Mboumba,2905_Bayonne_Mboumba_spine_number,G_match_E_DataShown,continuous,TRUE,Tracheophyta,Acacia ,karroo,2,2,spine_number,count,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2905_spine_number,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2905,Bayonne_Mboumba,2905_Bayonne_Mboumba_spine_length,G_match_E_DataShown,continuous,TRUE,Tracheophyta,Acacia ,karroo,2,2,spine_length,cm,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2905_spine_length,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
2905,Bayonne_Mboumba,2905_Bayonne_Mboumba_aboveground_biomass,G_match_E_DataShown,continuous,TRUE,Tracheophyta,Acacia ,karroo,2,2,aboveground_biomass,g,JUVENILE,categorical,high vs low water availability,water availability,NA,mean annual precipitation,mm,2905_aboveground_biomass,raw data,no,no,Table,,studyID_49_raw_data (excel file),,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Berggren,1064_Berggren_hatching_success,G_match_E_DataShown,categorical,NA,Chordata,Esox ,lucius,2,2,hatching_success,proportion,SEEDorEGG,categorical,home vs away,NA,NA,NA,NA,1064_hatching_success,,,,,,,,
1064,Berggren,1064_Berggren_survival_success,G_match_E_DataShown,categorical,NA,Chordata,Esox ,lucius,2,2,survival_success,proportion,SEEDorEGG,categorical,home vs away,NA,NA,NA,NA,1064_survival_success,,,,,,,,
1306,Putnam,1306_Putnam_size,G_match_E_DataShown,continuous,FALSE,Cnidaria,Pocillopora ,damicornis,2,2,size,sq mm,LARVAL,continuous,ambient vs high,temperature and pCO2,oC and microatm,temperature and pCO2,oC and microatm,1306_size,,,,,,,,
1306,Putnam,1306_Putnam_respiration,G_match_E_DataShown,continuous,FALSE,Cnidaria,Pocillopora ,damicornis,2,2,respiration,nmol O2 per larva per min,LARVAL,continuous,ambient vs high,temperature and pCO2,oC and microatm,temperature and pCO3,oC and microatm,1306_respiration,,,,,,,,
1306,Putnam,1306_Putnam_size_normalized_respiration,G_match_E_DataShown,continuous,TRUE,Cnidaria,Pocillopora ,damicornis,2,2,size_normalized_respiration,nmol O2 per mm per min,LARVAL,continuous,ambient vs high,temperature and pCO2,oC and microatm,temperature and pCO4,oC and microatm,1306_size_normalized_respiration,,,,,,,,
543,Pepino,543_Pepino_mass_specific_growth_rate,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,mass_specific_growth_rate,NA,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_mass_specific_growth_rate,,,,,,,,
543,Pepino,543_Pepino_length_specific_growth_rate,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,length_specific_growth_rate,NA,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_length_specific_growth_rate,,,,,,,,
543,Pepino,543_Pepino_body_height,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,body_height,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_body_height,,,,,,,,
543,Pepino,543_Pepino_body_width,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,body_width,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_body_width,,,,,,,,
543,Pepino,543_Pepino_dorsal_fin,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,dorsal_fin,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_dorsal_fin,,,,,,,,
543,Pepino,543_Pepino_head_height,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,head_height,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_head_height,raw data,yes,no,Table,,studyID_1064_Data_PONE-2016_from reciprocal translocation experiment of pike (excel file),,
543,Pepino,543_Pepino_head_length,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,head_length,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_head_length,raw data,yes,no,Table,,studyID_1064_Data_PONE-2016_from reciprocal translocation experiment of pike (excel file),,
543,Pepino,543_Pepino_pectoral_fin,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,pectoral_fin,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_pectoral_fin,mean_SE,no,no,Figure,Figure 2b extracted with graphgrabber into studyID_1306_Fig2 graphgrabber (excel file),,1306_transgeneration experiment,
543,Pepino,543_Pepino_pelvin_fin,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,pelvin_fin,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_pelvin_fin,mean_SE,no,no,Figure,Figure 2c extracted with graphgrabber into studyID_1306_Fig2 graphgrabber (excel file),,,
543,Pepino,543_Pepino_peduncule,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,peduncule,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_peduncule,mean_SE,no,no,Figure,Figure 2d extracted with graphgrabber into studyID_1306_Fig2 graphgrabber (excel file),,,
543,Pepino,543_Pepino_mouth_width,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,mouth_width,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_mouth_width,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
543,Pepino,543_Pepino_snout,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,snout,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_snout,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
543,Pepino,543_Pepino_upper_jaw,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,upper_jaw,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_upper_jaw,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
543,Pepino,543_Pepino_lower_jaw,G_match_E_DataShown,categorical,NA,Chordata,Salvelinus ,fontinalis,2,2,lower_jaw,mm,JUVENILE,categorical,littoral vs pelagic,microhabitat,NA,microhabitat,NA,543_lower_jaw,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_to_42_Gosner,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,to_42_Gosner,d,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_to_42_Gosner,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_weight,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,weight,g,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_weight,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_growth_rate,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,growth_rate,mg per d,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_growth_rate,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_corticosterone,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,corticosterone,pg per ml,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_corticosterone,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_CAT,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,CAT,microU per mg protein,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_CAT,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_GPX,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,GPX,microU per mg protein,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_GPX,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_GR,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,GR,microU per mg protein,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_GR,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_TBARS,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,TBARS,nmol MDA per mL,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_TBARS,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_GSH,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,GSH,mM,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_GSH,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_GSH_to_GSSG,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,GSH_to_GSSG,unitless,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_GSH_to_GSSG,raw data,no,no,Table,,studyID_543_Pepino_et_al_Original_data (excel file),,
696,Burraco,696_Burraco_rel_telomere_length,G_match_E_DataShown,categorical,NA,Chordata,Rana,temporaria,6,4,rel_telomere_length,unitless,JUVENILE,categorical,permanent vs drying pools,microhabitat,NA,microhabitat,NA,696_rel_telomere_length,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),696_only extracted data from 2 out of 3 native environments as there were only 2 experimental environments,
303,Brancalion,303_Brancalion_seed_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,6,3,seed_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_Brancalion_seed_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
303,Brancalion,303_Brancalion_leaf_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,6,3,leaf_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_leaf_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
303,Brancalion,303_Brancalion_stem_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,6,3,stem_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_stem_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
303,Brancalion,303_Brancalion_root_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,6,3,root_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_root_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
303,Brancalion,303_Brancalion_shoot_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,6,3,shoot_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_shoot_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
303,Brancalion,303_Brancalion_root_plus_shoot_mass,G_match_E_DataShown,categorical,NA,Tracheophyta,Euterpe,edulis,66,3,root_plus_shoot_mass,g,JUVENILE,categorical,atlantic rainforest vs seasonal semideciduous rainforest vs restinga forest,habitat,NA,habitat,NA,303_root_plus_shoot_mass,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
652,Urban,652_Urban_developmental_stage,G_match_E_DataShown,categorical,TRUE,Chordata,Rana,sylvatica,2,2,developmental_stage,unitless,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_developmental_stage,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
652,Urban,652_Urban_survival,G_match_E_DataShown,categorical,TRUE,Chordata,Rana,sylvatica,2,2,survival,count,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_survival,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
652,Urban,652_Urban_actively_swimming,G_match_E_DataShown,categorical,TRUE,Chordata,Rana,sylvatica,2,2,actively_swimming,proportion,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_actively_swimming,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
652,Urban,652_Urban_top_at_water_surface,G_match_E_DataShown,categorical,FALSE,Chordata,Rana,sylvatica,2,2,top_at_water_surface,proportion,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_top_at_water_surface,raw data,no,no,Table,,studyID_696_12862_2017_1004_MOESM1_ESM (excel file),,
652,Urban,652_Urban_outside_leaf_refugia,G_match_E_DataShown,categorical,FALSE,Chordata,Rana,sylvatica,2,2,outside_leaf_refugia,proportion,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_outside_leaf_refugia,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
652,Urban,652_Urban_snout_to_vent_length,G_match_E_DataShown,categorical,FALSE,Chordata,Rana,sylvatica,2,2,snout_to_vent_length,mm,JUVENILE,categorical,presence vs absence predation,predation,NA,predation,NA,652_snout_to_vent_length,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
1010,Rosenblatt,1010_Rosenblatt_body_mass,G_match_E_DataShown,categorical,NA,Arthropoda,Melanoplus ,femurrubrum,2,2,body_mass,g,ADULT,categorical,cold vs warm,temperature,oC,temperature,oC,1010_body_mass,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
1010,Rosenblatt,1010_Rosenblatt_survival,G_match_E_DataShown,categorical,NA,Arthropoda,Melanoplus ,femurrubrum,2,2,survival,proportion,ADULT,categorical,cold vs warm,temperature,oC,temperature,oC,1010_survival,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
1010,Rosenblatt,1010_Rosenblatt_grass_biomass,G_match_E_DataShown,categorical,FALSE,Arthropoda,Melanoplus ,femurrubrum,2,2,grass_biomass,g,NA,categorical,cold vs warm,temperature,oC,temperature,oC,1010_grass_biomass,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
1010,Rosenblatt,1010_Rosenblatt_goldenrod_biomass,G_match_E_DataShown,categorical,TRUE,Arthropoda,Melanoplus ,femurrubrum,2,2,goldenrod_biomass,g,NA,categorical,cold vs warm,temperature,oC,temperature,oC,1010_goldenrod_biomass,raw data,no,no,Table,,studyID_303_estatistica_transplante_mudas (excel file),,
1010,Rosenblatt,1010_Rosenblatt_standard_metabolic_rate,G_match_E_DataShown,categorical,FALSE,Arthropoda,Melanoplus ,femurrubrum,2,2,standard_metabolic_rate,unitless,ADULT,categorical,cold vs warm,temperature,oC,temperature,oC,1010_standard_metabolic_rate,raw data,no,yes,Table,,studyID_652_All_Select (excel file),,
1288,Stutz,1288_Stutz_standard_length,G_match_E_DataShown,categorical,NA,Chordata,Gasterosteus ,aculeatus,6,2,standard_length,NA,ADULT,categorical,benthic vs limnetic,microhabitat,NA,microhabitat,NA,1288_standard_length,raw data,no,yes,Table,,studyID_652_All_Select (excel file),,
1288,Stutz,1288_Stutz_mass,G_match_E_DataShown,categorical,NA,Chordata,Gasterosteus ,aculeatus,6,2,mass,NA,ADULT,categorical,benthic vs limnetic,microhabitat,NA,microhabitat,NA,1288_mass,raw data,yes,yes,Table,,studyID_652_All_Select (excel file),,
1288,Stutz,1288_Stutz_Anisakis_infection,G_match_E_DataShown,categorical,NA,Chordata,Gasterosteus ,aculeatus,6,2,Anisakis_infection,count,ADULT,categorical,benthic vs limnetic,microhabitat,NA,microhabitat,NA,1288_Anisakis_infection,raw data,yes,yes,Table,,studyID_652_All_Select (excel file),,
1288,Stutz,1288_Stutz_Eustrongyloides_infection,G_match_E_DataShown,categorical,NA,Chordata,Gasterosteus ,aculeatus,6,2,Eustrongyloides_infection,count,ADULT,categorical,benthic vs limnetic,microhabitat,NA,microhabitat,NA,1288_Eustrongyloides_infection,raw data,yes,yes,Table,,studyID_652_All_Select (excel file),,
1288,Stutz,1288_Stutz_Schistocephalus_infection,G_match_E_DataShown,categorical,NA,Chordata,Gasterosteus ,aculeatus,6,2,Schistocephalus_infection,count,ADULT,categorical,benthic vs limnetic,microhabitat,NA,microhabitat,NA,1288_Schistocephalus_infection,raw data,no,yes,Table,,studyID_652_All_Select (excel file),,
1632,Wrangle,1632_Wrangle_growth_lag_phase,G_match_E_DataShown,continuous,FALSE,Arthropoda,Balanus,improvisus,3,3,growth_lag_phase,NA,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_growth_lag_phase,raw data,no,no,Table,,studyID_1010_Rosenblatt_etal_2016_rawdata (excel file),,
1632,Wrangle,1632_Wrangle_max_growth_rate,G_match_E_DataShown,continuous,FALSE,Arthropoda,Balanus,improvisus,3,3,max_growth_rate,NA,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_max_growth_rate,raw data,no,no,Table,,studyID_1010_Rosenblatt_etal_2016_rawdata (excel file),,
1632,Wrangle,1632_Wrangle_ash_weight,G_match_E_DataShown,continuous,FALSE,Arthropoda,Balanus,improvisus,3,3,ash_weight,mg,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_ash_weight,raw data,yes,no,Table,,studyID_1010_Rosenblatt_etal_2016_rawdata (excel file),,
1632,Wrangle,1632_Wrangle_ash_free_weight,G_match_E_DataShown,continuous,FALSE,Arthropoda,Balanus,improvisus,3,3,ash_free_weight,mg,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_ash_free_weight,raw data,yes,no,Table,,studyID_1010_Rosenblatt_etal_2016_rawdata (excel file),,
1632,Wrangle,1632_Wrangle_condition_index,G_match_E_DataShown,continuous,FALSE,Arthropoda,Balanus,improvisus,3,3,condition_index,NA,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_condition_index,raw data,no,no,Table,,studyID_1010_Rosenblatt_etal_2016_rawdata (excel file),,
1632,Wrangle,1632_Wrangle_shell_strength,G_match_E_DataShown,continuous,TRUE,Arthropoda,Balanus,improvisus,3,3,shell_strength,MPa per mm,ADULT,continuous,salinity range,salinity,psu,salinity,psu,1632_shell_strength,raw data,no,no,Table,,studyID_1288_Among-lake reciprocal transplants induce convergent expression of immune genes in threespine stickleback (excel file),,
1857,Pahl,1857_Pahl_biomass,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Impatiens ,glandulifera,3,3,biomass,g,ADULT,categorical,coniferous forest vs deciduous alluvial forest vs fallow wet meadow,habitat,NA,habitat,NA,1857_biomass,raw data,no,no,Table,,studyID_1288_Among-lake reciprocal transplants induce convergent expression of immune genes in threespine stickleback (excel file),,
1857,Pahl,1857_Pahl_height,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Impatiens ,glandulifera,3,3,height,cm,ADULT,categorical,coniferous forest vs deciduous alluvial forest vs fallow wet meadow,habitat,NA,habitat,NA,1857_height,raw data,no,no,Table,,studyID_1288_Among-lake reciprocal transplants induce convergent expression of immune genes in threespine stickleback (excel file),,
1857,Pahl,1857_Pahl_specific_leaf_area,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Impatiens ,glandulifera,3,3,specific_leaf_area,sq m per kg,ADULT,categorical,coniferous forest vs deciduous alluvial forest vs fallow wet meadow,habitat,NA,habitat,NA,1857_specific_leaf_area,raw data,no,no,Table,,studyID_1288_Among-lake reciprocal transplants induce convergent expression of immune genes in threespine stickleback (excel file),,
1857,Pahl,1857_Pahl_relative_growth_rate,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Impatiens ,glandulifera,3,3,relative_growth_rate,d,ADULT,categorical,coniferous forest vs deciduous alluvial forest vs fallow wet meadow,habitat,NA,habitat,NA,#REF!,raw data,no,no,Table,,studyID_1288_Among-lake reciprocal transplants induce convergent expression of immune genes in threespine stickleback (excel file),,
,,__,,,,,,,,,,,,,,,,,,1857_relative_growth_rate,mean_SE,no,no,Figure,Fig 3b extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,1632_this study presents continuous data but can be made categorical.
4166,Clancy,4166_Clancy_daily_growth_spring94,G_match_E_DataShown,categorical,FALSE,Arthropoda,Jassa,marmorata,2,2,daily_growth_spring94,microm per d,LARVAL,categorical,low vs high assemblage diversity,habitat,NA,habitat,NA,4166_daily_growth_spring94,mean_SE,no,no,Figure,Fig 3c extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,
4166,Clancy,4166_Clancy_daily_growth_summer94,G_match_E_DataShown,categorical,FALSE,Arthropoda,Jassa,marmorata,2,2,daily_growth_summer94,microm per d,LARVAL,categorical,low vs high assemblage diversity,habitat,NA,habitat,NA,4166_daily_growth_summer94,mean_SE,no,no,Figure,Fig 4a extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,
4166,Clancy,4166_Clancy_daily_growth_spring95,G_match_E_DataShown,categorical,FALSE,Arthropoda,Jassa,marmorata,2,2,daily_growth_spring95,microm per d,LARVAL,categorical,low vs high assemblage diversity,habitat,NA,habitat,NA,4166_daily_growth_spring95,mean_SE,no,no,Figure,Fig 4b extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,
4490,Gordon,4490_Gordon_seedling_emergence92,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Aristida,beyrichiana,3,3,seedling_emergence92,count,SEEDorEGG,categorical,low vs intermediate vs high,temperature,NA,temperature,NA,4490_seedling_emergence92,mean_SE,no,no,Figure,Fig 4c extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,
4490,Gordon,4490_Gordon_seedling_emergence93,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Aristida,beyrichiana,3,3,seedling_emergence93,count,SEEDorEGG,categorical,low vs intermediate vs high,temperature,NA,temperature,NA,4490_seedling_emergence93,mean_SE,no,no,Figure,Fig 5 extracted with graphgrabber into studyID_1632_Fig_graphgrabber (excel file),,,
4491,Helenurm,4491_Helenurm_fruit_production,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Lupinus ,guadalupensis,3,3,fruit_production,count per plot,ADULT,categorical,home vs away,surrounding vegetation and soil type,NA,surrounding vegetation and soil type,NA,4491_fruit_production,raw data,no,no,Table,,studyID_1857_Impatients_glandulifera_TRY_Data_Contribution_2013_03_21 (excel file),,
4493,Smith,4493_Smith_maturation_size,G_match_E_DataShown,categorical,NA,Mollusca,Cerithidea ,scalariformis,5,2,maturation_size,mm,ADULT,categorical,exposed vs forested marsh,canopy cover,NA,canopy cover,NA,4493_maturation_size,raw data,no,no,Table,,studyID_1857_Impatients_glandulifera_TRY_Data_Contribution_2013_03_21 (excel file),,
4494,Link,4494_Link_plant_density,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,secunda,2,2,plant_density,per sq m,ADULT,categorical,cooler vs warmer,temperature,NA,temperature,NA,4494_plant_density,raw data,no,no,Table,,studyID_1857_Impatients_glandulifera_TRY_Data_Contribution_2013_03_21 (excel file),,
